balancing,balancing,balancing,battery,battery,battery,battery,battery,genset,genset,genset,genset,genset,genset,genset,load,load,load,node,node,node,pv_spain,pv_spain,pv_spain,pv_spain,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_production,current_status,genset_production,goal_status,reward,steps_until_down,steps_until_up,load_current,load_met,reward,load_met,node_current,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid
27.693270968120515,0.0,-276.93270968120515,0.0,50.0,13.594880167751185,-0.0,0.5,0.0,0,0.0,0,-0.0,0,0,-41.7881511358717,41.7881511358717,0.0,-0.5,-32.91337944374272,0.0,0.0,0.0,0.0,0.0,-276.93270968120515,-276.93270968120515,41.2881511358717,41.2881511358717,27.693270968120515,0.0,13.594880167751185,0.0,0.0,41.2881511358717
0.0,19.736759735226048,-39.473519470452096,0.0,36.405119832248815,36.405119832248815,-0.0,0.36405119832248817,0.0,0,0.0,0,-0.0,0,0,-17.168360097022767,17.168360097022767,0.0,-0.5,-39.23960507316958,0.0,0.0,0.0,0.0,0.0,-39.473519470452096,-39.473519470452096,36.405119832248815,36.405119832248815,0.0,19.736759735226048,36.405119832248815,0.0,0.0,16.668360097022767
0.0,10.094833585854872,-20.189667171709743,0.0,0.0,0.0,-0.0,0.0,0.0,1,23.20592079970706,1,-11.60296039985353,0,0,-13.611087213852187,13.611087213852187,0.0,-0.5,-25.53548709368051,0.0,0.0,0.0,0.0,0.0,-31.792627571563273,-31.792627571563273,23.20592079970706,23.20592079970706,0.0,10.094833585854872,23.20592079970706,0.0,0.0,13.111087213852187
0.0,5.971258814786637,-11.942517629573274,0.0,0.0,0.0,-0.0,0.0,0.0,1,38.55014495976011,1,-19.275072479880055,0,0,-33.078886144973474,33.078886144973474,0.0,-0.5,-59.824809923236,0.0,0.0,0.0,0.0,0.0,-31.21759010945333,-31.21759010945333,38.55014495976011,38.55014495976011,0.0,5.971258814786637,38.55014495976011,0.0,0.0,32.578886144973474
42.668138187133785,0.0,-426.68138187133786,0.0,0.0,0.0,-0.0,0.0,0.0,0,0.0,0,-0.0,0,0,-43.168138187133785,43.168138187133785,0.0,-0.5,-7.973485964160614,0.0,0.0,0.0,0.0,0.0,-426.68138187133786,-426.68138187133786,42.668138187133785,42.668138187133785,42.668138187133785,0.0,0.0,0.0,0.0,42.668138187133785
12.00393026458321,0.0,-120.03930264583211,0.0,0.0,0.0,-0.0,0.0,0.0,1,12.882457342884447,1,-6.441228671442223,0,0,-25.386387607467658,25.386387607467658,0.0,-0.5,-12.344175991180135,0.0,0.0,0.0,0.0,0.0,-126.48053131727433,-126.48053131727433,24.886387607467658,24.886387607467658,12.00393026458321,0.0,12.882457342884447,0.0,0.0,24.886387607467658
75.21471647237001,0.0,-752.1471647237001,16.868864569293088,0.0,0.0,-0.0,0.0,0.0,0,0.0,0,-0.0,0,0,-58.84585190307693,58.84585190307693,0.0,-0.5,-6.271852515159728,0.0,0.0,0.0,0.0,0.0,-752.1471647237001,-752.1471647237001,75.21471647237001,75.21471647237001,75.21471647237001,0.0,0.0,16.868864569293088,0.0,58.34585190307693
74.26806098255372,0.0,-742.6806098255372,43.67827666746192,16.868864569293088,0.0,-0.0,0.16868864569293088,0.0,1,10.0,1,-5.0,0,0,-41.0897843150918,41.0897843150918,0.0,-0.5,-33.9908755686652,0.0,0.0,0.0,0.0,0.0,-747.6806098255372,-747.6806098255372,84.26806098255372,84.26806098255372,74.26806098255372,0.0,10.0,43.67827666746192,0.0,40.5897843150918
0.0,31.444740528068102,-62.889481056136205,0.0,60.54714123675501,23.078684477264062,-0.0,0.6054714123675501,0.0,1,36.7219701398657,1,-18.36098506993285,0,0,-28.855914089061656,28.855914089061656,0.0,-0.5,-55.435023913048866,0.0,0.0325423362898458,0.0325423362898458,0.0,0.0,-81.25046612606906,-81.25046612606906,59.80065461712976,59.80065461712976,0.0,31.444740528068102,59.80065461712976,0.0,0.0,28.355914089061656
12.269034061850949,0.0,-122.69034061850948,0.0,37.46845675949095,10.62236250148986,-0.0,0.3746845675949095,0.0,0,0.0,0,-0.0,0,0,-23.52705109164903,23.52705109164903,0.0,-0.5,-55.680322947349794,0.0,0.0,0.135654528308223,0.135654528308223,0.0,-122.69034061850948,-122.69034061850948,23.02705109164903,23.02705109164903,12.404688590159171,0.0,10.62236250148986,0.0,0.0,23.02705109164903
54.27968948825741,0.0,-542.7968948825741,44.45730084027765,26.846094258001088,0.0,-0.0,0.26846094258001085,0.0,1,10.0,1,-5.0,0,0,-20.590680969052165,20.590680969052165,0.0,-0.5,-58.154283750735765,0.0,0.0,0.268292321072402,0.268292321072402,0.0,-547.7968948825741,-547.7968948825741,64.54798180932981,64.54798180932981,54.54798180932981,0.0,10.0,44.45730084027765,0.0,20.090680969052165
61.56749003915812,0.0,-615.6749003915812,28.69660490172126,71.30339509827874,0.0,-0.0,0.7130339509827874,0.0,1,10.0,1,-5.0,0,0,-43.7429824430425,43.7429824430425,0.0,-0.5,-8.305620947876788,0.0,0.0,0.37209730560564,0.37209730560564,0.0,-620.6749003915812,-620.6749003915812,71.93958734476377,71.93958734476377,61.939587344763765,0.0,10.0,28.696604901721265,0.0,43.2429824430425
0.0,19.28537876497417,-38.57075752994834,0.0,100.0,45.09971344575163,-0.0,1.0,0.0,0,0.0,0,-0.0,0,0,-26.314334680777463,26.314334680777463,0.0,-0.5,-3.3298400867402322,0.0,0.428197778730383,0.428197778730383,0.0,0.0,-38.57075752994834,-38.57075752994834,45.09971344575163,45.09971344575163,0.0,19.28537876497417,45.09971344575163,0.0,0.0,25.814334680777463
25.441432619087365,0.0,-254.41432619087365,42.4564516947958,54.90028655424837,0.0,-0.0,0.5490028655424837,0.0,1,19.677546287825205,1,-9.838773143912602,0,0,-3.580673796574101,3.580673796574101,0.0,-0.5,-56.1997766652032,0.0,0.0,0.418146584457336,0.418146584457336,0.0,-264.25309933478627,-264.25309933478627,45.537125491369906,45.537125491369906,25.8595792035447,0.0,19.677546287825205,42.4564516947958,0.0,3.080673796574101
0.0,15.970946822121107,-31.941893644242214,0.0,97.35673824904417,39.35360214194699,-0.0,0.9735673824904417,0.0,0,0.0,0,-0.0,0,0,-23.882655319825886,23.882655319825886,0.0,-0.5,-14.593621213596801,0.0,0.387982356947981,0.387982356947981,0.0,0.0,-31.941893644242214,-31.941893644242214,39.35360214194699,39.35360214194699,0.0,15.970946822121107,39.35360214194699,0.0,0.0,23.382655319825886
60.97689810988859,0.0,-609.7689810988859,17.527110025969165,58.00313610709718,0.0,-0.0,0.5800313610709718,0.0,0,0.0,0,-0.0,0,0,-44.27972434392214,44.27972434392214,0.0,-0.5,-13.672469805324884,0.0,0.0,0.32993626000272,0.32993626000272,0.0,-609.7689810988859,-609.7689810988859,61.306834369891305,61.306834369891305,61.306834369891305,0.0,0.0,17.527110025969165,0.0,43.77972434392214
0.0,9.229421375272292,-18.458842750544584,0.0,75.53024613306634,9.67892520248229,-0.0,0.7553024613306634,0.0,1,10.0,1,-5.0,0,0,-10.949503827209998,10.949503827209998,0.0,-0.5,-44.10809465315699,0.0,0.176422287517416,0.176422287517416,0.0,0.0,-23.458842750544584,-23.458842750544584,19.67892520248229,19.67892520248229,0.0,9.229421375272292,19.67892520248229,0.0,0.0,10.449503827209998
9.64882835592059,0.0,-96.48828355920591,0.0,65.85132093058405,0.37827701292896165,-0.0,0.6585132093058406,0.0,0,0.0,0,-0.0,0,0,-10.527105368849552,10.527105368849552,0.0,-0.5,-27.40109402216017,0.0,0.0,0.0,0.0,0.0,-96.48828355920591,-96.48828355920591,10.027105368849552,10.027105368849552,9.64882835592059,0.0,0.37827701292896165,0.0,0.0,10.027105368849552
