balancing,balancing,balancing,battery,battery,battery,battery,battery,genset,genset,genset,genset,genset,genset,genset,load,load,load,node,node,node,pv_spain,pv_spain,pv_spain,pv_spain,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_production,current_status,genset_production,goal_status,reward,steps_until_down,steps_until_up,load_current,load_met,reward,load_met,node_current,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid
70.3731109870349,0.0,-703.7311098703491,28.69660490172126,71.30339509827874,0.0,-0.0,0.7130339509827874,0.0,1,10.0,1,-5.0,0,0,-43.7429824430425,43.7429824430425,0.0,8.305620947876788,-8.305620947876788,0.0,0.0,0.37209730560564,0.37209730560564,0.0,-708.7311098703491,-708.7311098703491,80.74520829264054,80.74520829264054,70.74520829264054,0.0,10.0,28.69660490172125,0.0,52.04860339091929
0.0,15.455538678233935,-30.91107735646787,0.0,100.0,45.09971344575163,-0.0,1.0,0.0,0,0.0,0,-0.0,0,0,-26.314334680777463,26.314334680777463,0.0,3.3298400867402322,-3.3298400867402322,0.0,0.428197778730383,0.428197778730383,0.0,0.0,-30.91107735646787,-30.91107735646787,45.09971344575163,45.09971344575163,0.0,15.455538678233935,45.09971344575163,0.0,0.0,29.644174767517697
82.14120928429057,0.0,-821.4120928429056,42.4564516947958,54.90028655424837,0.0,-0.0,0.5490028655424837,0.0,1,19.677546287825205,1,-9.838773143912602,0,0,-3.580673796574101,3.580673796574101,0.0,56.1997766652032,-56.1997766652032,0.0,0.0,0.418146584457336,0.418146584457336,0.0,-831.2508659868182,-831.2508659868182,102.23690215657311,102.23690215657311,82.5593558687479,0.0,19.677546287825205,42.4564516947958,0.0,59.780450461777306
0.0,0.877325608524302,-1.754651217048604,0.0,97.35673824904417,39.35360214194699,-0.0,0.9735673824904417,0.0,0,0.0,0,-0.0,0,0,-23.882655319825886,23.882655319825886,0.0,14.593621213596801,-14.593621213596801,0.0,0.387982356947981,0.387982356947981,0.0,0.0,-1.754651217048604,-1.754651217048604,39.35360214194699,39.35360214194699,0.0,0.877325608524302,39.35360214194699,0.0,0.0,38.47627653342269
75.14936791521346,0.0,-751.4936791521346,17.527110025969165,58.00313610709718,0.0,-0.0,0.5800313610709718,0.0,0,0.0,0,-0.0,0,0,-44.27972434392214,44.27972434392214,0.0,13.672469805324884,-13.672469805324884,0.0,0.0,0.32993626000272,0.32993626000272,0.0,-751.4936791521346,-751.4936791521346,75.47930417521619,75.47930417521619,75.47930417521619,0.0,0.0,17.527110025969165,0.0,57.95219414924702
35.20225099036728,0.0,-352.0225099036728,0.0,75.53024613306634,9.67892520248229,-0.0,0.7553024613306634,0.0,1,10.0,1,-5.0,0,0,-10.949503827209998,10.949503827209998,0.0,44.10809465315699,-44.10809465315699,0.0,0.0,0.176422287517416,0.176422287517416,0.0,-357.0225099036728,-357.0225099036728,55.05759848036699,55.05759848036699,35.3786732778847,0.0,19.67892520248229,0.0,0.0,55.05759848036699
37.54992237808076,0.0,-375.4992237808076,0.0,65.85132093058405,0.37827701292896165,-0.0,0.6585132093058406,0.0,0,0.0,0,-0.0,0,0,-10.527105368849552,10.527105368849552,0.0,27.40109402216017,-27.40109402216017,0.0,0.0,0.0,0.0,0.0,-375.4992237808076,-375.4992237808076,37.92819939100972,37.92819939100972,37.54992237808076,0.0,0.37827701292896165,0.0,0.0,37.92819939100972
32.04188797316489,0.0,-320.4188797316489,0.0,65.47304391765509,32.56057498209907,-0.0,0.6547304391765509,0.0,0,0.0,0,-0.0,0,0,-31.8930824305103,31.8930824305103,0.0,32.70938052475366,-32.70938052475366,0.0,0.0,0.0,0.0,0.0,-320.4188797316489,-320.4188797316489,64.60246295526396,64.60246295526396,32.04188797316489,0.0,32.56057498209907,0.0,0.0,64.60246295526396
50.09553499099027,0.0,-500.9553499099027,0.0,32.91246893555602,2.292324143952598,-0.0,0.3291246893555602,0.0,1,24.779241578835347,1,-12.389620789417673,0,0,-31.909655225811964,31.909655225811964,0.0,45.257445487966244,-45.257445487966244,0.0,0.0,0.0,0.0,0.0,-513.3449706993204,-513.3449706993204,77.16710071377821,77.16710071377821,50.09553499099027,0.0,27.071565722787945,0.0,0.0,77.16710071377821
38.69938304560745,0.0,-386.9938304560745,0.0,30.620144791603423,12.56050677962196,-0.0,0.3062014479160342,0.0,0,0.0,0,-0.0,0,0,-38.06405751307926,38.06405751307926,0.0,13.195832312150147,-13.195832312150147,0.0,0.0,0.0,0.0,0.0,-386.9938304560745,-386.9938304560745,51.25988982522941,51.25988982522941,38.69938304560745,0.0,12.56050677962196,0.0,0.0,51.25988982522941
69.11796825650018,0.0,-691.1796825650017,0.0,18.059638011981463,15.945761645524783,-0.0,0.18059638011981463,0.0,0,0.0,0,-0.0,0,0,-50.965907644667375,50.965907644667375,0.0,34.09782225735759,-34.09782225735759,0.0,0.0,0.0,0.0,0.0,-691.1796825650017,-691.1796825650017,85.06372990202496,85.06372990202496,69.11796825650018,0.0,15.945761645524783,0.0,0.0,85.06372990202496
46.74236230036898,0.0,-467.42362300368984,0.0,2.1138763664566795,2.1138763664566795,-0.0,0.021138763664566795,0.0,0,0.0,0,-0.0,0,0,-43.467319491638115,43.467319491638115,0.0,5.388919175187549,-5.388919175187549,0.0,0.0,0.0,0.0,0.0,-467.42362300368984,-467.42362300368984,48.85623866682566,48.85623866682566,46.74236230036898,0.0,2.1138763664566795,0.0,0.0,48.85623866682566
42.167925317807374,0.0,-421.67925317807374,0.0,0.0,0.0,-0.0,0.0,0.0,1,37.51827880802027,1,-18.759139404010135,0,0,-36.66141064065497,36.66141064065497,0.0,43.02479348517267,-43.02479348517267,0.0,0.0,0.0,0.0,0.0,-440.43839258208385,-440.43839258208385,79.68620412582764,79.68620412582764,42.167925317807374,0.0,37.51827880802027,0.0,0.0,79.68620412582764
