balancing,balancing,balancing,battery,battery,battery,battery,battery,load,load,load,node,node,node,pv_spain,pv_spain,pv_spain,pv_spain,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,load_current,load_met,reward,load_met,node_current,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid
291.7881511358717,0.0,-2917.881511358717,0.0,50.0,0.0,-0.0,0.5,-41.7881511358717,41.7881511358717,0.0,250.0,-32.91337944374272,0.0,0.0,0.0,0.0,0.0,-2917.881511358717,-2917.881511358717,291.7881511358717,291.7881511358717,291.7881511358717,0.0,0.0,0.0,0.0,291.7881511358717
267.16836009702274,0.0,-2671.6836009702274,0.0,50.0,0.0,-0.0,0.5,-17.168360097022767,17.168360097022767,0.0,250.0,-39.23960507316958,0.0,0.0,0.0,0.0,0.0,-2671.6836009702274,-2671.6836009702274,267.16836009702274,267.16836009702274,267.16836009702274,0.0,0.0,0.0,0.0,267.16836009702274
263.6110872138522,0.0,-2636.110872138522,0.0,50.0,0.0,-0.0,0.5,-13.611087213852187,13.611087213852187,0.0,250.0,-25.53548709368051,0.0,0.0,0.0,0.0,0.0,-2636.110872138522,-2636.110872138522,263.6110872138522,263.6110872138522,263.6110872138522,0.0,0.0,0.0,0.0,263.6110872138522
283.07888614497347,0.0,-2830.7888614497347,0.0,50.0,0.0,-0.0,0.5,-33.078886144973474,33.078886144973474,0.0,250.0,-59.824809923236,0.0,0.0,0.0,0.0,0.0,-2830.7888614497347,-2830.7888614497347,283.07888614497347,283.07888614497347,283.07888614497347,0.0,0.0,0.0,0.0,283.07888614497347
293.16813818713376,0.0,-2931.6813818713376,0.0,50.0,0.0,-0.0,0.5,-43.168138187133785,43.168138187133785,0.0,250.0,-7.973485964160614,0.0,0.0,0.0,0.0,0.0,-2931.6813818713376,-2931.6813818713376,293.16813818713376,293.16813818713376,293.16813818713376,0.0,0.0,0.0,0.0,293.16813818713376
275.38638760746767,0.0,-2753.8638760746767,0.0,50.0,0.0,-0.0,0.5,-25.386387607467658,25.386387607467658,0.0,250.0,-12.344175991180135,0.0,0.0,0.0,0.0,0.0,-2753.8638760746767,-2753.8638760746767,275.38638760746767,275.38638760746767,275.38638760746767,0.0,0.0,0.0,0.0,275.38638760746767
308.84585190307695,0.0,-3088.4585190307694,0.0,50.0,0.0,-0.0,0.5,-58.84585190307693,58.84585190307693,0.0,250.0,-6.271852515159728,0.0,0.0,0.0,0.0,0.0,-3088.4585190307694,-3088.4585190307694,308.84585190307695,308.84585190307695,308.84585190307695,0.0,0.0,0.0,0.0,308.84585190307695
291.0897843150918,0.0,-2910.8978431509177,0.0,50.0,0.0,-0.0,0.5,-41.0897843150918,41.0897843150918,0.0,250.0,-33.9908755686652,0.0,0.0,0.0,0.0,0.0,-2910.8978431509177,-2910.8978431509177,291.0897843150918,291.0897843150918,291.0897843150918,0.0,0.0,0.0,0.0,291.0897843150918
278.82337175277183,0.0,-2788.2337175277185,0.0,50.0,0.0,-0.0,0.5,-28.855914089061656,28.855914089061656,0.0,250.0,-55.435023913048866,0.0,0.0,0.0325423362898458,0.0325423362898458,0.0,-2788.2337175277185,-2788.2337175277185,278.8559140890617,278.8559140890617,278.8559140890617,0.0,0.0,0.0,0.0,278.8559140890617
273.3913965633408,0.0,-2733.9139656334078,0.0,50.0,0.0,-0.0,0.5,-23.52705109164903,23.52705109164903,0.0,250.0,-55.680322947349794,0.0,0.0,0.135654528308223,0.135654528308223,0.0,-2733.9139656334078,-2733.9139656334078,273.527051091649,273.527051091649,273.527051091649,0.0,0.0,0.0,0.0,273.527051091649
270.3223886479798,0.0,-2703.223886479798,0.0,50.0,0.0,-0.0,0.5,-20.590680969052165,20.590680969052165,0.0,250.0,-58.154283750735765,0.0,0.0,0.268292321072402,0.268292321072402,0.0,-2703.223886479798,-2703.223886479798,270.5906809690522,270.5906809690522,270.5906809690522,0.0,0.0,0.0,0.0,270.5906809690522
293.37088513743686,0.0,-2933.7088513743684,0.0,50.0,0.0,-0.0,0.5,-43.7429824430425,43.7429824430425,0.0,250.0,-8.305620947876788,0.0,0.0,0.37209730560564,0.37209730560564,0.0,-2933.7088513743684,-2933.7088513743684,293.7429824430425,293.7429824430425,293.7429824430425,0.0,0.0,0.0,0.0,293.7429824430425
275.88613690204704,0.0,-2758.86136902047,0.0,50.0,0.0,-0.0,0.5,-26.314334680777463,26.314334680777463,0.0,250.0,-3.3298400867402322,0.0,0.0,0.428197778730383,0.428197778730383,0.0,-2758.86136902047,-2758.86136902047,276.31433468077745,276.31433468077745,276.31433468077745,0.0,0.0,0.0,0.0,276.31433468077745
