balancing,balancing,balancing,battery,battery,battery,battery,battery,node,node,node,pv_spain,pv_spain,pv_spain,pv_spain,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,load_met,node_current,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid
0.0,35.0,-70.0,0.0,50.0,50.0,-0.0,0.5,15.0,-41.7881511358717,0.0,0.0,0.0,0.0,0.0,-70.0,-70.0,50.0,50.0,0.0,35.0,50.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-17.168360097022767,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-13.611087213852187,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-33.078886144973474,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-43.168138187133785,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-25.386387607467658,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-58.84585190307693,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-41.0897843150918,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
14.967457663710155,0.0,-149.67457663710155,0.0,0.0,0.0,-0.0,0.0,15.0,-28.855914089061656,0.0,0.0,0.0325423362898458,0.0325423362898458,0.0,-149.67457663710155,-149.67457663710155,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
14.864345471691777,0.0,-148.64345471691777,0.0,0.0,0.0,-0.0,0.0,15.0,-23.52705109164903,0.0,0.0,0.135654528308223,0.135654528308223,0.0,-148.64345471691777,-148.64345471691777,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
14.731707678927599,0.0,-147.31707678927597,0.0,0.0,0.0,-0.0,0.0,15.0,-20.590680969052165,0.0,0.0,0.268292321072402,0.268292321072402,0.0,-147.31707678927597,-147.31707678927597,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
14.62790269439436,0.0,-146.2790269439436,0.0,0.0,0.0,-0.0,0.0,15.0,-43.7429824430425,0.0,0.0,0.37209730560564,0.37209730560564,0.0,-146.2790269439436,-146.2790269439436,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
14.571802221269618,0.0,-145.71802221269618,0.0,0.0,0.0,-0.0,0.0,15.0,-26.314334680777463,0.0,0.0,0.428197778730383,0.428197778730383,0.0,-145.71802221269618,-145.71802221269618,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
14.581853415542664,0.0,-145.81853415542665,0.0,0.0,0.0,-0.0,0.0,15.0,-3.580673796574101,0.0,0.0,0.418146584457336,0.418146584457336,0.0,-145.81853415542665,-145.81853415542665,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
14.612017643052019,0.0,-146.1201764305202,0.0,0.0,0.0,-0.0,0.0,15.0,-23.882655319825886,0.0,0.0,0.387982356947981,0.387982356947981,0.0,-146.1201764305202,-146.1201764305202,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
14.67006373999728,0.0,-146.7006373999728,0.0,0.0,0.0,-0.0,0.0,15.0,-44.27972434392214,0.0,0.0,0.32993626000272,0.32993626000272,0.0,-146.7006373999728,-146.7006373999728,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
14.823577712482583,0.0,-148.23577712482583,0.0,0.0,0.0,-0.0,0.0,15.0,-10.949503827209998,0.0,0.0,0.176422287517416,0.176422287517416,0.0,-148.23577712482583,-148.23577712482583,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-10.527105368849552,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-31.8930824305103,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-31.909655225811964,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-38.06405751307926,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-50.965907644667375,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-43.467319491638115,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
15.0,0.0,-150.0,0.0,0.0,0.0,-0.0,0.0,15.0,-36.66141064065497,0.0,0.0,0.0,0.0,0.0,-150.0,-150.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0
