balancing,balancing,balancing,battery,battery,battery,battery,battery,node,node,node,pv_spain,pv_spain,pv_spain,pv_spain,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,load_met,node_current,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid
0.0,42.5,-85.0,0.0,50.0,50.0,-0.0,0.5,7.5,-41.7881511358717,0.0,0.0,0.0,0.0,0.0,-85.0,-85.0,50.0,50.0,0.0,42.5,50.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-17.168360097022767,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-13.611087213852187,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-33.078886144973474,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-43.168138187133785,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-25.386387607467658,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-58.84585190307693,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-41.0897843150918,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.467457663710154,0.0,-74.67457663710154,0.0,0.0,0.0,-0.0,0.0,7.5,-28.855914089061656,0.0,0.0,0.0325423362898458,0.0325423362898458,0.0,-74.67457663710154,-74.67457663710154,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.364345471691777,0.0,-73.64345471691777,0.0,0.0,0.0,-0.0,0.0,7.5,-23.52705109164903,0.0,0.0,0.135654528308223,0.135654528308223,0.0,-73.64345471691777,-73.64345471691777,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.231707678927598,0.0,-72.31707678927597,0.0,0.0,0.0,-0.0,0.0,7.5,-20.590680969052165,0.0,0.0,0.268292321072402,0.268292321072402,0.0,-72.31707678927597,-72.31707678927597,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.1279026943943595,0.0,-71.27902694394359,0.0,0.0,0.0,-0.0,0.0,7.5,-43.7429824430425,0.0,0.0,0.37209730560564,0.37209730560564,0.0,-71.27902694394359,-71.27902694394359,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.071802221269617,0.0,-70.71802221269617,0.0,0.0,0.0,-0.0,0.0,7.5,-26.314334680777463,0.0,0.0,0.428197778730383,0.428197778730383,0.0,-70.71802221269617,-70.71802221269617,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.081853415542664,0.0,-70.81853415542665,0.0,0.0,0.0,-0.0,0.0,7.5,-3.580673796574101,0.0,0.0,0.418146584457336,0.418146584457336,0.0,-70.81853415542665,-70.81853415542665,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.112017643052019,0.0,-71.12017643052019,0.0,0.0,0.0,-0.0,0.0,7.5,-23.882655319825886,0.0,0.0,0.387982356947981,0.387982356947981,0.0,-71.12017643052019,-71.12017643052019,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.17006373999728,0.0,-71.7006373999728,0.0,0.0,0.0,-0.0,0.0,7.5,-44.27972434392214,0.0,0.0,0.32993626000272,0.32993626000272,0.0,-71.7006373999728,-71.7006373999728,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.323577712482584,0.0,-73.23577712482584,0.0,0.0,0.0,-0.0,0.0,7.5,-10.949503827209998,0.0,0.0,0.176422287517416,0.176422287517416,0.0,-73.23577712482584,-73.23577712482584,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-10.527105368849552,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-31.8930824305103,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-31.909655225811964,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-38.06405751307926,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-50.965907644667375,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-43.467319491638115,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
7.5,0.0,-75.0,0.0,0.0,0.0,-0.0,0.0,7.5,-36.66141064065497,0.0,0.0,0.0,0.0,0.0,-75.0,-75.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,7.5
